1 | 1 | TC8445 | GTYI Running | 71
5236 | 5777 | KS4285 | IDRA Running | 274
5238 | 5772 | TE9208 | WQSY Running | 18
5240 | 5660 | KF6240 | GTYI Running | 131
5242 | 5642 | CI6823 | ZCDT Running | 60
5249 | 5767 | PR8175 | AMZJ Running | 225
5262 | 5807 | MK1284 | IDRA Running | 358
5266 | 5837 | VM8791 | IDRA Running | 264
5268 | 5790 | QS6782 | WQSY Running | 375
5270 | 5690 | VS5201 | GTYI Running | 92
5272 | 5672 | KF5759 | ZCDT Running | 1
5276 | 5276 | NV2785 | IDRA Waiting | 253
5279 | 5797 | GZ8627 | AMZJ Running | 35
5295 | 5295 | WE8143 | UDK Waiting | 421
5296 | 5296 | KJ6396 | DKB Waiting | 434
5298 | 5820 | RQ2890 | WQSY Running | 127
5300 | 5720 | NP5950 | GTYI Running | 38
5302 | 5673 | NP8141 | ZCDT Running | 45
5306 | 5867 | XR7203 | IDRA Running | 463
5309 | 5827 | YA5160 | AMZJ Running | 224
5312 | 5312 | CC3461 | DME Waiting | 265
5312 | 5312 | OV4554 | SHF Running | 264
5315 | 5315 | ST2100 | AMZJ Waiting | 399
5323 | 5850 | GC6746 | WQSY Running | 182
5326 | 5326 | LU1091 | WPJ Waiting | 191
5328 | 5880 | CQ3852 | WQSY Running | 270
5330 | 5750 | TC8445 | GTYI Running | 58
5336 | 5897 | MQ7520 | IDRA Running | 186
5342 | 5703 | CX2610 | ZCDT Running | 83
5345 | 5857 | LM5481 | AMZJ Running | 183
5358 | 5910 | XD8404 | WQSY Running | 288
5360 | 5360 | GX3971 | YIQ Running | 186
5360 | 5780 | IV3397 | GTYI Running | 125
5366 | 5927 | CA4629 | IDRA Running | 92
5372 | 5733 | IE1120 | ZCDT Running | 397
5375 | 5887 | RU4935 | AMZJ Running | 293
5387 | 5387 | AT4994 | PBN Running | 333
5388 | 5940 | NL5756 | WQSY Running | 288
5390 | 5810 | GT8205 | GTYI Running | 104
5396 | 5957 | MV5132 | IDRA Running | 128
5402 | 5763 | US6678 | ZCDT Running | 218
5405 | 5917 | YZ9316 | AMZJ Running | 170
5417 | 5417 | QC6923 | FVF Running | 39
5418 | 5970 | PA5529 | WQSY Running | 67
5420 | 5420 | MB5716 | GTYI Waiting | 378
5432 | 5793 | FT3081 | ZCDT Running | 248
5435 | 5947 | WC1548 | AMZJ Running | 122
5447 | 5987 | EK5998 | IDRA Running | 52
5448 | 6000 | ZM8819 | WQSY Running | 17
5450 | 5840 | CP8037 | GTYI Running | 63
5456 | 5456 | QC6923 | FVF Waiting | 210
5461 | 5870 | UU6266 | GTYI Running | 263
5462 | 5823 | LQ8202 | ZCDT Running | 171
5465 | 5977 | XN5521 | AMZJ Running | 27
5477 | 6017 | HW3855 | IDRA Running | 139
5478 | 6017 | XO2797 | WQSY Running | 42
5480 | 5900 | AE7262 | GTYI Running | 70
5492 | 5853 | TU5605 | ZCDT Running | 170
5495 | 6004 | UG1000 | AMZJ Running | 207
5507 | 6047 | AZ7152 | IDRA Running | 146
5508 | 6047 | DD1622 | WQSY Running | 316
5510 | 5930 | VK1891 | GTYI Running | 105
5517 | 5517 | LU1091 | WPJ Running | 411
5522 | 5883 | WY7322 | ZCDT Running | 151
5525 | 6034 | AC8893 | AMZJ Running | 343
5529 | 6077 | NV2785 | IDRA Running | 121
5537 | 6107 | FX4951 | IDRA Running | 240
5538 | 5538 | BC3230 | WUZ Waiting | 9
5538 | 6077 | NZ5800 | WQSY Running | 284
5540 | 5960 | QX1759 | GTYI Running | 130
5546 | 6137 | GX3971 | IDRA Running | 386
5547 | 5547 | BC3230 | WUZ Running | 295
5552 | 5913 | TX7007 | ZCDT Running | 340
5555 | 6064 | AG1168 | AMZJ Running | 88
5565 | 5565 | RT9408 | ZCDT Waiting | 80
5567 | 6167 | IB2263 | IDRA Running | 242
5568 | 6107 | QE4666 | WQSY Running | 29
5570 | 5990 | EV8335 | GTYI Running | 315
5576 | 5576 | OV4554 | SHF Waiting | 343
5577 | 5577 | CC3461 | DME Running | 480
5585 | 6094 | DW9737 | AMZJ Running | 180
5587 | 5587 | OI6429 | AMZJ Waiting | 226
5595 | 5943 | DZ4231 | ZCDT Running | 4
5597 | 6197 | UA2932 | IDRA Running | 59
5598 | 6136 | QA3093 | WQSY Running | 64
5600 | 6020 | DO9371 | GTYI Running | 243
5612 | 5612 | EF4648 | QRQ Running | 193
5617 | 6124 | PE2866 | AMZJ Running | 139
5627 | 6227 | YB2742 | IDRA Running | 419
5628 | 6166 | MR8758 | WQSY Running | 75
5630 | 6050 | WR8705 | GTYI Running | 195
5642 | 5947 | TT2884 | ZCDT Running | 63
5645 | 5977 | RT9408 | ZCDT Running | 422
5647 | 6154 | EU3767 | AMZJ Running | 4
5657 | 6257 | YM2844 | IDRA Running | 321
5658 | 6196 | ZC4232 | WQSY Running | 108
5660 | 6080 | XW4956 | GTYI Running | 2
5666 | 5666 | QC6923 | FVF Running | 283
5672 | 6007 | CI6823 | ZCDT Running | 30
5673 | 5673 | KF5759 | ZCDT Waiting | 428
5677 | 6158 | ZU7922 | AMZJ Running | 62
5687 | 6287 | KN2716 | IDRA Running | 138
5688 | 6226 | MB8755 | WQSY Running | 356
5690 | 6082 | KF6240 | GTYI Running | 101
5703 | 6037 | NP8141 | ZCDT Running | 15
5707 | 6188 | EC1594 | AMZJ Running | 234
5714 | 6218 | ST2100 | AMZJ Running | 231
5716 | 5716 | WE8143 | UDK Running | 154
5717 | 6317 | LL1257 | IDRA Running | 317
5718 | 6256 | MQ4649 | WQSY Running | 121
5720 | 5720 | AT4994 | PBN Waiting | 236
5720 | 6112 | VS5201 | GTYI Running | 62
5730 | 5730 | KJ6396 | DKB Running | 158
5733 | 6052 | CX2610 | ZCDT Running | 53
5737 | 6248 | QF4765 | AMZJ Running | 3
5743 | 5743 | RQ6933 | PBN Running | 414
5747 | 6347 | YM5038 | IDRA Running | 397
5750 | 6142 | NP5950 | GTYI Running | 8
5763 | 6082 | IE1120 | ZCDT Running | 367
5767 | 6251 | EK9518 | AMZJ Running | 290
5772 | 6157 | JQ6883 | PBN Running | 497
5777 | 6377 | YV1743 | IDRA Running | 181
5780 | 6150 | TC8445 | GTYI Running | 28
5790 | 5790 | TE9208 | WQSY Waiting | 487
5793 | 6112 | US6678 | ZCDT Running | 188
5797 | 6281 | PR8175 | AMZJ Running | 195
5798 | 6178 | MB5716 | GTYI Running | 150
5805 | 5805 | EF4648 | QRQ Waiting | 252
5807 | 6407 | KS4285 | IDRA Running | 244
5810 | 6208 | IV3397 | GTYI Running | 95
5813 | 6311 | OI6429 | AMZJ Running | 7
5820 | 6286 | QS6782 | WQSY Running | 345
5823 | 6142 | FT3081 | ZCDT Running | 218
5827 | 6318 | GZ8627 | AMZJ Running | 5
5837 | 6437 | MK1284 | IDRA Running | 328
5840 | 6238 | GT8205 | GTYI Running | 74
5842 | 5842 | BC3230 | WUZ Waiting | 291
5850 | 6316 | RQ2890 | WQSY Running | 97
5853 | 6172 | LQ8202 | ZCDT Running | 141
5857 | 6323 | YA5160 | AMZJ Running | 194
5867 | 6467 | VM8791 | IDRA Running | 234
5870 | 5870 | WE8143 | UDK Waiting | 190
5870 | 6268 | CP8037 | GTYI Running | 33
5880 | 6346 | GC6746 | WQSY Running | 152
5883 | 6202 | TU5605 | ZCDT Running | 140
5887 | 6353 | LM5481 | AMZJ Running | 153
5888 | 5888 | KJ6396 | DKB Waiting | 397
5897 | 6497 | XR7203 | IDRA Running | 433
5900 | 6298 | UU6266 | GTYI Running | 233
5910 | 6376 | CQ3852 | WQSY Running | 240
5913 | 6232 | WY7322 | ZCDT Running | 121
5917 | 6383 | RU4935 | AMZJ Running | 263
5919 | 5919 | OV4554 | SHF Running | 489
5927 | 6527 | MQ7520 | IDRA Running | 156
5928 | 5928 | LU1091 | WPJ Waiting | 329
5930 | 6328 | AE7262 | GTYI Running | 40
5940 | 6406 | XD8404 | WQSY Running | 258
5943 | 6262 | TX7007 | ZCDT Running | 310
5947 | 5947 | DZ4231 | ZCDT Waiting | 134
5947 | 6413 | YZ9316 | AMZJ Running | 140
5949 | 5949 | QC6923 | FVF Waiting | 37
5956 | 6654 | AT4994 | PBN Running | 345
5957 | 6557 | CA4629 | IDRA Running | 62
5960 | 6358 | VK1891 | GTYI Running | 75
5970 | 6436 | NL5756 | WQSY Running | 258
5977 | 6292 | TT2884 | ZCDT Running | 33
5977 | 6443 | WC1548 | AMZJ Running | 92
5986 | 5986 | QC6923 | FVF Running | 213
5987 | 6587 | MV5132 | IDRA Running | 98
5990 | 6388 | QX1759 | GTYI Running | 100
6000 | 6466 | PA5529 | WQSY Running | 37
6004 | 6004 | XN5521 | AMZJ Waiting | 18
6007 | 6322 | RT9408 | ZCDT Running | 392
6017 | 6017 | ZM8819 | WQSY Waiting | 396
6017 | 6617 | EK5998 | IDRA Running | 22
6020 | 6418 | EV8335 | GTYI Running | 285
6022 | 6473 | XN5521 | AMZJ Running | 94
6034 | 6503 | UG1000 | AMZJ Running | 177
6037 | 6037 | CI6823 | ZCDT Waiting | 258
6047 | 6639 | HW3855 | IDRA Running | 109
6047 | 6496 | XO2797 | WQSY Running | 12
6050 | 6448 | DO9371 | GTYI Running | 213
6052 | 6052 | NP8141 | ZCDT Waiting | 148
6057 | 6057 | CC3461 | DME Waiting | 200
6057 | 6057 | EF4648 | QRQ Running | 303
6060 | 6060 | WE8143 | UDK Running | 92
6064 | 6533 | AC8893 | AMZJ Running | 313
6077 | 6669 | AZ7152 | IDRA Running | 116
6077 | 6508 | DD1622 | WQSY Running | 286
6080 | 6478 | WR8705 | GTYI Running | 165
6081 | 6352 | DZ4231 | ZCDT Running | 151
6082 | 6082 | XW4956 | IUG Running | 464
6082 | 6382 | CX2610 | ZCDT Running | 23
6094 | 6563 | AG1168 | AMZJ Running | 58
6101 | 6405 | KF5759 | ZCDT Running | 20
6107 | 6699 | NV2785 | IDRA Running | 91
6107 | 6538 | NZ5800 | WQSY Running | 254
6112 | 6425 | IE1120 | ZCDT Running | 337
6112 | 6508 | KF6240 | GTYI Running | 71
6124 | 6593 | DW9737 | AMZJ Running | 150
6133 | 6133 | BC3230 | WUZ Running | 5
6136 | 6136 | QE4666 | DKB Running | 165
6137 | 6729 | FX4951 | IDRA Running | 210
6138 | 6138 | BC3230 | WUZ Waiting | 150
6142 | 6455 | US6678 | ZCDT Running | 158
6142 | 6538 | VS5201 | GTYI Running | 32
6150 | 6150 | NP5950 | YVS Running | 134
6152 | 6152 | WE8143 | UDK Waiting | 315
6154 | 6623 | PE2866 | AMZJ Running | 109
6157 | 6157 | RQ6933 | PBN Waiting | 35
6158 | 6158 | EU3767 | WJC Running | 5
6163 | 6163 | EU3767 | WJC Waiting | 280
6166 | 6568 | QA3093 | WQSY Running | 34
6167 | 6759 | GX3971 | IDRA Running | 356
6172 | 6485 | FT3081 | ZCDT Running | 188
6178 | 6178 | TC8445 | GTYI Waiting | 173
6188 | 6653 | ZU7922 | AMZJ Running | 32
6192 | 6999 | RQ6933 | PBN Running | 106
6196 | 6598 | MR8758 | WQSY Running | 45
6197 | 6789 | IB2263 | IDRA Running | 212
6199 | 6199 | QC6923 | FVF Waiting | 157
6200 | 6515 | NP8141 | ZCDT Running | 451
6202 | 6545 | LQ8202 | ZCDT Running | 111
6208 | 6568 | MB5716 | GTYI Running | 120
6218 | 6683 | EC1594 | AMZJ Running | 204
6226 | 6628 | ZC4232 | WQSY Running | 78
6227 | 6819 | UA2932 | IDRA Running | 29
6232 | 6575 | TU5605 | ZCDT Running | 110
6238 | 6598 | IV3397 | GTYI Running | 65
6248 | 6713 | ST2100 | AMZJ Running | 201
6251 | 6251 | QF4765 | WSY Running | 429
6256 | 6658 | MB8755 | WQSY Running | 326
6257 | 6257 | CC3461 | DME Running | 47
6257 | 6257 | LU1091 | WPJ Running | 147
6257 | 6848 | YB2742 | IDRA Running | 389
6262 | 6605 | WY7322 | ZCDT Running | 91
6268 | 6628 | GT8205 | GTYI Running | 44
6277 | 6688 | TE9208 | WQSY Running | 380
6281 | 6743 | EK9518 | AMZJ Running | 260
6284 | 6284 | NP5950 | YVS Waiting | 418
6285 | 6301 | KJ6396 | DKB Running | 65
6286 | 6718 | MQ4649 | WQSY Running | 91
6287 | 6878 | YM2844 | IDRA Running | 291
6288 | 6288 | BC3230 | WUZ Running | 426
6292 | 6635 | TX7007 | ZCDT Running | 280
6295 | 6665 | CI6823 | ZCDT Running | 209
6298 | 6658 | CP8037 | GTYI Running | 3
6301 | 6301 | QE4666 | DKB Waiting | 98
6304 | 6661 | CC3461 | GTYI Running | 256
6311 | 6773 | PR8175 | AMZJ Running | 165
6316 | 6748 | QS6782 | WQSY Running | 315
6317 | 6908 | KN2716 | IDRA Running | 108
6318 | 6318 | OI6429 | EZO Running | 228
6322 | 6695 | TT2884 | ZCDT Running | 3
6323 | 6323 | GZ8627 | AMZJ Waiting | 128
6328 | 6691 | UU6266 | GTYI Running | 203
6346 | 6778 | RQ2890 | WQSY Running | 67
6347 | 6938 | LL1257 | IDRA Running | 287
6351 | 6721 | TC8445 | GTYI Running | 12
6352 | 6698 | RT9408 | ZCDT Running | 362
6353 | 6803 | YA5160 | AMZJ Running | 164
6356 | 6356 | QC6923 | FVF Running | 184
6358 | 6733 | AE7262 | GTYI Running | 10
6360 | 6360 | EF4648 | QRQ Waiting | 141
6366 | 6366 | KJ6396 | DKB Waiting | 152
6376 | 6808 | GC6746 | WQSY Running | 122
6377 | 6968 | YM5038 | IDRA Running | 367
6382 | 6728 | DZ4231 | ZCDT Running | 121
6383 | 6833 | LM5481 | AMZJ Running | 123
6388 | 6743 | VK1891 | GTYI Running | 45
6399 | 6399 | QE4666 | DKB Running | 140
6404 | 6773 | LU1091 | GTYI Running | 230
6405 | 6405 | CX2610 | LCU Running | 142
6406 | 6838 | CQ3852 | WQSY Running | 210
6407 | 6998 | YV1743 | IDRA Running | 151
6408 | 6408 | OV4554 | SHF Waiting | 448
6413 | 6868 | ZM8819 | WQSY Running | 422
6413 | 6863 | RU4935 | AMZJ Running | 233
6418 | 6803 | QX1759 | GTYI Running | 70
6425 | 6547 | KF5759 | LCU Running | 133
6436 | 6898 | XD8404 | WQSY Running | 228
6437 | 7028 | KS4285 | IDRA Running | 214
6443 | 6443 | EU3767 | WJC Running | 272
6443 | 6893 | YZ9316 | AMZJ Running | 110
6448 | 6833 | EV8335 | GTYI Running | 255
6451 | 6923 | GZ8627 | AMZJ Running | 2
6455 | 6758 | IE1120 | ZCDT Running | 307
6466 | 6928 | NL5756 | WQSY Running | 228
6467 | 6467 | WE8143 | UDK Running | 289
6467 | 7058 | MK1284 | IDRA Running | 298
6473 | 6925 | WC1548 | AMZJ Running | 62
6478 | 6863 | DO9371 | GTYI Running | 183
6485 | 6788 | US6678 | ZCDT Running | 128
6496 | 6958 | PA5529 | WQSY Running | 7
6497 | 7088 | VM8791 | IDRA Running | 204
6501 | 6501 | EF4648 | QRQ Running | 141
6503 | 6955 | XN5521 | AMZJ Running | 64
6508 | 6508 | XO2797 | WQSY Waiting | 39
6508 | 6893 | WR8705 | GTYI Running | 135
6515 | 6818 | FT3081 | ZCDT Running | 158
6518 | 6539 | KJ6396 | DKB Running | 410
6527 | 7118 | XR7203 | IDRA Running | 403
6533 | 6985 | UG1000 | AMZJ Running | 147
6538 | 6965 | DD1622 | WQSY Running | 256
6538 | 6923 | KF6240 | GTYI Running | 41
6539 | 6539 | QE4666 | DKB Waiting | 247
6540 | 7148 | QC6923 | IDRA Running | 155
6545 | 6848 | NP8141 | ZCDT Running | 421
6546 | 6546 | OI6429 | EZO Waiting | 332
6546 | 6546 | XW4956 | IUG Waiting | 434
6547 | 6547 | CX2610 | LCU Waiting | 119
6547 | 6995 | XO2797 | WQSY Running | 373
6557 | 7178 | MQ7520 | IDRA Running | 126
6563 | 7015 | AC8893 | AMZJ Running | 283
6568 | 7025 | NZ5800 | WQSY Running | 224
6568 | 6953 | VS5201 | GTYI Running | 2
6575 | 6878 | LQ8202 | ZCDT Running | 81
6587 | 7208 | CA4629 | IDRA Running | 32
6593 | 7045 | AG1168 | AMZJ Running | 28
6598 | 6955 | MB5716 | GTYI Running | 90
6598 | 7055 | QA3093 | WQSY Running | 4
6605 | 6908 | TU5605 | ZCDT Running | 80
6617 | 7238 | MV5132 | IDRA Running | 68
6623 | 7073 | DW9737 | AMZJ Running | 120
6628 | 6985 | IV3397 | GTYI Running | 35
6628 | 7059 | MR8758 | WQSY Running | 15
6635 | 6938 | WY7322 | ZCDT Running | 61
6639 | 6639 | EK5998 | HPC Running | 397
6642 | 6642 | EF4648 | QRQ Waiting | 456
6653 | 7103 | PE2866 | AMZJ Running | 79
6654 | 6654 | JQ6883 | PBN Waiting | 18
6658 | 7015 | GT8205 | GTYI Running | 14
6658 | 7074 | ZC4232 | WQSY Running | 48
6661 | 6661 | CP8037 | GTYI Waiting | 191
6665 | 6968 | TX7007 | ZCDT Running | 250
6666 | 6680 | CX2610 | LCU Running | 8
6669 | 7268 | HW3855 | IDRA Running | 79
6672 | 7105 | JQ6883 | PBN Running | 312
6680 | 6680 | KF5759 | LCU Waiting | 484
6680 | 6680 | QF4765 | WSY Waiting | 92
6683 | 7133 | ZU7922 | AMZJ Running | 2
6688 | 6688 | CX2610 | LCU Waiting | 407
6688 | 7104 | MB8755 | WQSY Running | 296
6691 | 7029 | CC3461 | GTYI Running | 226
6695 | 6998 | CI6823 | ZCDT Running | 179
6698 | 6714 | TT2884 | WUZ Running | 125
6699 | 7298 | AZ7152 | IDRA Running | 86
6702 | 6702 | NP5950 | YVS Running | 134
6713 | 7135 | EC1594 | AMZJ Running | 174
6714 | 7028 | BC3230 | ZCDT Running | 222
6715 | 6715 | EU3767 | WJC Waiting | 14
6718 | 7134 | TE9208 | WQSY Running | 350
6721 | 7059 | UU6266 | GTYI Running | 173
6728 | 7058 | RT9408 | ZCDT Running | 332
6729 | 6729 | EU3767 | WJC Running | 401
6729 | 7328 | NV2785 | IDRA Running | 61
6733 | 6733 | TC8445 | XTT Running | 408
6743 | 6743 | AE7262 | GTYI Waiting | 366
6743 | 7165 | ST2100 | AMZJ Running | 171
6748 | 7164 | MQ4649 | WQSY Running | 61
6756 | 7195 | WE8143 | AMZJ Running | 380
6758 | 7088 | DZ4231 | ZCDT Running | 91
6759 | 7358 | FX4951 | IDRA Running | 180
6772 | 6772 | QF4765 | WSY Running | 181
6773 | 7225 | EK9518 | AMZJ Running | 230
6773 | 7089 | VK1891 | GTYI Running | 15
6778 | 7194 | QS6782 | WQSY Running | 285
6786 | 6949 | QE4666 | DKB Running | 107
6788 | 7118 | IE1120 | ZCDT Running | 277
6789 | 7388 | GX3971 | IDRA Running | 326
6803 | 7104 | LU1091 | GTYI Running | 200
6803 | 7255 | PR8175 | AMZJ Running | 135
6808 | 7224 | RQ2890 | WQSY Running | 37
6818 | 7148 | US6678 | ZCDT Running | 98
6819 | 7418 | IB2263 | IDRA Running | 182
6833 | 7134 | QX1759 | GTYI Running | 40
6833 | 7285 | YA5160 | AMZJ Running | 134
6836 | 6836 | NP5950 | YVS Waiting | 414
6838 | 7254 | GC6746 | WQSY Running | 92
6839 | 6839 | TT2884 | WUZ Waiting | 157
6848 | 6848 | UA2932 | IDRA Waiting | 495
6848 | 7178 | FT3081 | ZCDT Running | 128
6852 | 7164 | CP8037 | GTYI Running | 252
6856 | 6856 | OV4554 | SHF Running | 329
6863 | 7194 | EV8335 | GTYI Running | 225
6863 | 7315 | LM5481 | AMZJ Running | 93
6868 | 7284 | CQ3852 | WQSY Running | 180
6878 | 6878 | OI6429 | EZO Running | 293
6878 | 7208 | NP8141 | ZCDT Running | 391
6878 | 7448 | YB2742 | IDRA Running | 359
6893 | 7224 | DO9371 | GTYI Running | 153
6893 | 7345 | RU4935 | AMZJ Running | 203
6898 | 7314 | ZM8819 | WQSY Running | 392
6908 | 7238 | LQ8202 | ZCDT Running | 51
6908 | 7478 | YM2844 | IDRA Running | 261
6923 | 7254 | WR8705 | GTYI Running | 105
6923 | 7375 | YZ9316 | AMZJ Running | 80
6925 | 6925 | GZ8627 | ZGZ Running | 477
6928 | 7344 | XD8404 | WQSY Running | 198
6938 | 7508 | KN2716 | IDRA Running | 78
6938 | 7268 | TU5605 | ZCDT Running | 50
6949 | 7374 | KJ6396 | WQSY Running | 35
6953 | 6953 | QF4765 | WSY Waiting | 456
6953 | 7284 | KF6240 | GTYI Running | 11
6955 | 6955 | VS5201 | GTYI Waiting | 126
6955 | 7405 | WC1548 | AMZJ Running | 32
6958 | 7404 | NL5756 | WQSY Running | 198
6965 | 6965 | PA5529 | WQSY Waiting | 172
6968 | 7538 | LL1257 | IDRA Running | 257
6968 | 7298 | WY7322 | ZCDT Running | 31
6980 | 6980 | XW4956 | IUG Running | 343
6985 | 7295 | MB5716 | GTYI Running | 60
6985 | 7435 | XN5521 | AMZJ Running | 34
6995 | 7434 | DD1622 | WQSY Running | 226
6996 | 6996 | TT2884 | WUZ Running | 214
6998 | 7328 | TX7007 | ZCDT Running | 220
6998 | 7568 | YM5038 | IDRA Running | 337
6999 | 6999 | AT4994 | PBN Waiting | 394
7015 | 7325 | IV3397 | GTYI Running | 5
7015 | 7465 | UG1000 | AMZJ Running | 117
7025 | 7464 | XO2797 | WQSY Running | 343
7028 | 7358 | CI6823 | ZCDT Running | 149
7028 | 7598 | YV1743 | IDRA Running | 121
7029 | 7029 | GT8205 | WPJ Running | 383
7036 | 7036 | EK5998 | HPC Waiting | 456
7045 | 7495 | AC8893 | AMZJ Running | 253
7055 | 7494 | NZ5800 | WQSY Running | 194
7056 | 7056 | QE4666 | DKB Waiting | 111
7058 | 7388 | BC3230 | ZCDT Running | 192
7058 | 7628 | KS4285 | IDRA Running | 184
7059 | 7059 | QA3093 | WQSY Waiting | 245
7059 | 7330 | CC3461 | GTYI Running | 196
7073 | 7073 | AG1168 | AMZJ Waiting | 263
7074 | 7074 | MR8758 | WQSY Waiting | 406
7081 | 7360 | VS5201 | GTYI Running | 281
7088 | 7658 | MK1284 | IDRA Running | 268
7088 | 7418 | RT9408 | ZCDT Running | 302
7089 | 7390 | UU6266 | GTYI Running | 143
7095 | 7095 | CX2610 | LCU Running | 24
7098 | 7098 | EF4648 | QRQ Running | 350
7103 | 7525 | DW9737 | AMZJ Running | 90
7104 | 7104 | VK1891 | GTYI Waiting | 34
7104 | 7524 | ZC4232 | WQSY Running | 18
7105 | 7105 | RQ6933 | PBN Waiting | 355
7109 | 7420 | AE7262 | GTYI Running | 346
7118 | 7448 | DZ4231 | ZCDT Running | 61
7118 | 7688 | VM8791 | IDRA Running | 174
7119 | 7119 | CX2610 | LCU Waiting | 396
7130 | 7130 | EU3767 | WJC Waiting | 50
7133 | 7555 | PE2866 | AMZJ Running | 49
7134 | 7450 | LU1091 | GTYI Running | 170
7134 | 7542 | MB8755 | WQSY Running | 266
7135 | 7135 | ZU7922 | AMZJ Waiting | 73
7137 | 7572 | PA5529 | WQSY Running | 220
7138 | 7480 | VK1891 | GTYI Running | 245
7141 | 7141 | TC8445 | XTT Waiting | 81
7148 | 7478 | IE1120 | ZCDT Running | 247
7148 | 7718 | XR7203 | IDRA Running | 373
7164 | 7164 | KF5759 | LCU Running | 275
7164 | 7510 | QX1759 | GTYI Running | 10
7164 | 7602 | TE9208 | WQSY Running | 320
7165 | 7585 | EC1594 | AMZJ Running | 144
7167 | 7167 | QE4666 | DKB Running | 9
7171 | 7171 | OI6429 | EZO Waiting | 149
7176 | 7632 | QE4666 | WQSY Running | 34
7178 | 7748 | QC6923 | IDRA Running | 125
7178 | 7508 | US6678 | ZCDT Running | 68
7180 | 7180 | EU3767 | WJC Running | 404
7185 | 7185 | OV4554 | SHF Waiting | 457
7194 | 7520 | CP8037 | GTYI Running | 222
7194 | 7662 | MQ4649 | WQSY Running | 31
7195 | 7615 | ST2100 | AMZJ Running | 141
7208 | 7645 | ZU7922 | AMZJ Running | 482
7208 | 7538 | FT3081 | ZCDT Running | 98
7208 | 7778 | MQ7520 | IDRA Running | 96
7210 | 7210 | TT2884 | WUZ Waiting | 437
7222 | 7222 | TC8445 | XTT Running | 414
7224 | 7550 | EV8335 | GTYI Running | 195
7224 | 7692 | QS6782 | WQSY Running | 255
7225 | 7675 | WE8143 | AMZJ Running | 350
7238 | 7808 | CA4629 | IDRA Running | 2
7238 | 7568 | NP8141 | ZCDT Running | 361
7250 | 7250 | NP5950 | YVS Running | 265
7254 | 7580 | DO9371 | GTYI Running | 123
7254 | 7722 | RQ2890 | WQSY Running | 7
7255 | 7705 | EK9518 | AMZJ Running | 200
7268 | 7598 | LQ8202 | ZCDT Running | 21
7268 | 7810 | MV5132 | IDRA Running | 38
7284 | 7729 | GC6746 | WQSY Running | 62
7284 | 7610 | WR8705 | GTYI Running | 75
7285 | 7735 | PR8175 | AMZJ Running | 105
7295 | 7295 | KF6240 | GTYI Waiting | 319
7298 | 7840 | HW3855 | IDRA Running | 49
7298 | 7619 | TU5605 | ZCDT Running | 20
7304 | 7759 | QA3093 | WQSY Running | 354
7314 | 7789 | CQ3852 | WQSY Running | 150
7315 | 7765 | YA5160 | AMZJ Running | 104
7320 | 7320 | OI6429 | EZO Running | 437
7323 | 7323 | XW4956 | IUG Waiting | 197
7325 | 7640 | MB5716 | GTYI Running | 30
7328 | 7870 | AZ7152 | IDRA Running | 56
7328 | 7639 | WY7322 | ZCDT Running | 1
7330 | 7330 | IV3397 | FYV Running | 187
7336 | 7795 | AG1168 | AMZJ Running | 376
7343 | 7900 | UA2932 | IDRA Running | 125
7344 | 7819 | ZM8819 | WQSY Running | 362
7345 | 7825 | LM5481 | AMZJ Running | 63
7358 | 7930 | NV2785 | IDRA Running | 31
7358 | 7640 | TX7007 | ZCDT Running | 190
7360 | 7670 | CC3461 | GTYI Running | 166
7374 | 7849 | XD8404 | WQSY Running | 168
7375 | 7855 | RU4935 | AMZJ Running | 173
7388 | 7670 | CI6823 | ZCDT Running | 119
7388 | 7960 | FX4951 | IDRA Running | 150
7390 | 7700 | VS5201 | GTYI Running | 251
7393 | 7417 | AT4994 | PBN Running | 482
7402 | 7402 | GZ8627 | ZGZ Waiting | 314
7404 | 7879 | KJ6396 | WQSY Running | 5
7405 | 7885 | YZ9316 | AMZJ Running | 50
7409 | 7409 | QF4765 | WSY Running | 467
7412 | 7412 | GT8205 | WPJ Waiting | 97
7417 | 7417 | JQ6883 | PBN Waiting | 109
7418 | 7700 | BC3230 | ZCDT Running | 162
7418 | 7990 | GX3971 | IDRA Running | 296
7420 | 7730 | UU6266 | GTYI Running | 113
7434 | 7884 | NL5756 | WQSY Running | 168
7435 | 7915 | WC1548 | AMZJ Running | 2
7439 | 7439 | KF5759 | LCU Waiting | 375
7448 | 7730 | EF4648 | ZCDT Running | 216
7448 | 8020 | IB2263 | IDRA Running | 152
7448 | 7760 | RT9408 | ZCDT Running | 272
7450 | 7760 | AE7262 | GTYI Running | 316
7460 | 7899 | RQ6933 | PBN Running | 53
7464 | 7914 | DD1622 | WQSY Running | 196
7465 | 7917 | XN5521 | AMZJ Running | 4
7478 | 7790 | DZ4231 | ZCDT Running | 31
7478 | 8050 | YB2742 | IDRA Running | 329
7480 | 7944 | MR8758 | WQSY Running | 498
7480 | 7790 | LU1091 | GTYI Running | 140
7492 | 7492 | EK5998 | HPC Running | 309
7494 | 7974 | XO2797 | WQSY Running | 313
7495 | 7921 | UG1000 | AMZJ Running | 87
7508 | 7820 | IE1120 | ZCDT Running | 217
7508 | 8080 | YM2844 | IDRA Running | 231
7509 | 7509 | GT8205 | WPJ Running | 81
7510 | 7820 | VK1891 | GTYI Running | 215
7515 | 7515 | CX2610 | LCU Running | 144
